2024-03-05,2024-03-05 12:27:58.310760,2024-03-05 12:27:58.869758,559,@ы
2024-03-05,2024-03-05 12:27:59.271760,2024-03-05 12:27:59.558760,287,@ы
2024-03-05,2024-03-05 12:27:59.961756,2024-03-05 12:28:00.249754,288,@ы
2024-03-05,2024-03-05 12:28:00.852751,2024-03-05 12:28:01.279752,427,@ы
2024-03-05,2024-03-05 12:28:01.681751,2024-03-05 12:28:02.113750,432,@ы
2024-03-05,2024-03-05 12:28:02.516748,2024-03-05 12:28:02.952749,436,@ы
2024-03-05,2024-03-05 12:28:03.378747,2024-03-05 12:28:03.664746,286,@ы
2024-03-05,2024-03-05 12:28:04.067745,2024-03-05 12:28:04.358742,291,@ы
2024-03-05,2024-03-05 12:28:04.961743,2024-03-05 12:28:05.409742,448,@ы
2024-03-05,2024-03-05 12:28:05.612739,2024-03-05 12:28:05.899738,287,@ы
2024-03-05,2024-03-05 12:28:06.502739,2024-03-05 12:28:06.793738,291,@ы
2024-03-05,2024-03-05 12:28:07.397737,2024-03-05 12:28:07.829734,432,@ы
2024-03-05,2024-03-05 12:28:08.268735,2024-03-05 12:28:08.559733,291,@ы
2024-03-05,2024-03-05 12:28:08.962733,2024-03-05 12:28:09.250732,288,@ы
2024-03-05,2024-03-05 12:28:09.853729,2024-03-05 12:28:10.291743,438,@ы
2024-03-05,2024-03-05 12:28:10.502744,2024-03-05 12:28:10.941741,439,@ы
2024-03-05,2024-03-05 12:28:11.343768,2024-03-05 12:28:11.638769,295,@ы
2024-03-05,2024-03-05 12:28:12.241767,2024-03-05 12:28:12.541765,300,@ы
2024-03-05,2024-03-05 12:28:12.944764,2024-03-05 12:28:13.420763,476,@ы
2024-03-05,2024-03-05 12:28:13.825763,2024-03-05 12:28:14.241762,416,@ы
2024-03-05,2024-03-05 12:28:14.643761,2024-03-05 12:28:14.939761,296,@ы
2024-03-05,2024-03-05 12:28:15.542759,2024-03-05 12:28:15.833756,291,@ы
2024-03-05,2024-03-05 12:28:16.236758,2024-03-05 12:28:16.552756,316,@ы
2024-03-05,2024-03-05 12:28:17.156755,2024-03-05 12:28:17.619752,463,@ы
2024-03-05,2024-03-05 12:28:17.822752,2024-03-05 12:28:18.127750,305,@ы
2024-03-05,2024-03-05 12:28:18.741751,2024-03-05 12:28:19.030748,289,@ы
2024-03-05,2024-03-05 12:28:19.431750,2024-03-05 12:28:19.750749,319,@ы
2024-03-05,2024-03-05 12:28:20.356745,2024-03-05 12:28:20.685744,329,@ы
2024-03-05,2024-03-05 12:28:21.088745,2024-03-05 12:28:21.433742,345,@ы
2024-03-05,2024-03-05 12:28:22.035743,2024-03-05 12:28:22.509741,474,@ы
2024-03-05,2024-03-05 12:28:22.711741,2024-03-05 12:28:23.162738,451,@ы
2024-03-05,2024-03-05 12:28:23.564739,2024-03-05 12:28:24.004736,440,@ы
2024-03-05,2024-03-05 12:28:24.408735,2024-03-05 12:28:24.697734,289,@ы
2024-03-05,2024-03-05 12:28:25.299772,2024-03-05 12:28:25.585769,286,@ы
2024-03-05,2024-03-05 12:28:25.988770,2024-03-05 12:28:26.429769,441,@ы
2024-03-05,2024-03-05 12:28:26.833770,2024-03-05 12:28:27.124767,291,@ы
2024-03-05,2024-03-05 12:28:27.728764,2024-03-05 12:28:28.018765,290,@ы
2024-03-05,2024-03-05 12:28:28.456764,2024-03-05 12:28:28.895763,439,@ы
2024-03-05,2024-03-05 12:28:29.299762,2024-03-05 12:28:29.735760,436,@ы
2024-03-05,2024-03-05 12:28:30.139759,2024-03-05 12:28:30.440786,301,@ы
2024-03-05,2024-03-05 12:28:30.848784,2024-03-05 12:28:31.142784,294,@ы
2024-03-05,2024-03-05 12:28:31.749781,2024-03-05 12:28:32.195780,446,@ы
2024-03-05,2024-03-05 12:28:32.597781,2024-03-05 12:28:32.889778,292,@ы
2024-03-05,2024-03-05 12:28:33.309780,2024-03-05 12:28:33.598777,289,@ы
2024-03-05,2024-03-05 12:28:34.202777,2024-03-05 12:28:34.520774,318,@ы
2024-03-05,2024-03-05 12:28:34.922775,2024-03-05 12:28:35.375771,453,@ы
2024-03-05,2024-03-05 12:28:35.778773,2024-03-05 12:28:36.068770,290,@ы
2024-03-05,2024-03-05 12:28:36.671771,2024-03-05 12:28:36.960768,289,@ы
2024-03-05,2024-03-05 12:28:37.362771,2024-03-05 12:28:37.798768,436,@ы
2024-03-05,2024-03-05 12:28:38.247769,2024-03-05 12:28:38.537767,290,@ы
2024-03-05,2024-03-05 12:28:38.940762,2024-03-05 12:28:39.229764,289,@ы
2024-03-05,2024-03-05 12:28:39.834762,2024-03-05 12:28:40.270759,436,@ы
2024-03-05,2024-03-05 12:28:40.677761,2024-03-05 12:28:41.111759,434,@ы
2024-03-05,2024-03-05 12:28:41.514758,2024-03-05 12:28:41.950755,436,@ы
2024-03-05,2024-03-05 12:28:42.357754,2024-03-05 12:28:42.645753,288,@ы
2024-03-05,2024-03-05 12:28:43.075754,2024-03-05 12:28:43.400751,325,@ы
2024-03-05,2024-03-05 12:28:43.814750,2024-03-05 12:28:44.248749,434,@ы
2024-03-05,2024-03-05 12:28:44.651752,2024-03-05 12:28:45.036747,385,@ы
2024-03-05,2024-03-05 12:28:45.439750,2024-03-05 12:28:45.730748,291,@ы
2024-03-05,2024-03-05 12:28:46.333746,2024-03-05 12:28:46.622743,289,@ы
2024-03-05,2024-03-05 12:28:47.226744,2024-03-05 12:28:47.668741,442,@ы
2024-03-05,2024-03-05 12:28:47.871740,2024-03-05 12:28:48.326740,455,@ы
2024-03-05,2024-03-05 12:28:48.756740,2024-03-05 12:28:49.195736,439,@ы
2024-03-05,2024-03-05 12:28:49.597738,2024-03-05 12:28:49.887737,290,@ы
2024-03-05,2024-03-05 12:28:50.491735,2024-03-05 12:28:50.778735,287,@ы
2024-03-05,2024-03-05 12:28:51.181734,2024-03-05 12:28:51.614730,433,@ы
2024-03-05,2024-03-05 12:28:52.017732,2024-03-05 12:28:52.307730,290,@ы
2024-03-05,2024-03-05 12:28:52.912728,2024-03-05 12:28:53.206728,294,@ы
2024-03-05,2024-03-05 12:28:53.671727,2024-03-05 12:28:54.122725,451,@ы
2024-03-05,2024-03-05 12:28:54.524726,2024-03-05 12:28:54.963722,439,@ы
2024-03-05,2024-03-05 12:28:55.366723,2024-03-05 12:28:55.651723,285,@ы
2024-03-05,2024-03-05 12:28:56.054721,2024-03-05 12:28:56.348719,294,@ы
2024-03-05,2024-03-05 12:28:56.953717,2024-03-05 12:28:57.263718,310,@ы
2024-03-05,2024-03-05 12:28:57.665717,2024-03-05 12:28:58.114716,449,@ы
2024-03-05,2024-03-05 12:28:58.580715,2024-03-05 12:28:59.024714,444,@ы
2024-03-05,2024-03-05 12:28:59.426713,2024-03-05 12:28:59.714710,288,@ы
2024-03-05,2024-03-05 12:29:00.115711,2024-03-05 12:29:00.409709,294,@ы
2024-03-05,2024-03-05 12:29:01.013709,2024-03-05 12:29:01.324706,311,@ы
2024-03-05,2024-03-05 12:29:01.724708,2024-03-05 12:29:02.048706,324,@ы
2024-03-05,2024-03-05 12:29:02.651704,2024-03-05 12:29:02.991704,340,@ы
2024-03-05,2024-03-05 12:29:03.419702,2024-03-05 12:29:03.884701,465,@ы
2024-03-05,2024-03-05 12:29:04.286698,2024-03-05 12:29:04.738697,452,@ы
2024-03-05,2024-03-05 12:29:04.939697,2024-03-05 12:29:05.375698,436,@ы
2024-03-05,2024-03-05 12:29:05.778694,2024-03-05 12:29:06.068694,290,@ы
2024-03-05,2024-03-05 12:29:06.672694,2024-03-05 12:29:06.967694,295,@ы
2024-03-05,2024-03-05 12:29:07.370692,2024-03-05 12:29:07.808691,438,@ы
2024-03-05,2024-03-05 12:29:08.212690,2024-03-05 12:29:08.538690,326,@ы
2024-03-05,2024-03-05 12:29:09.141688,2024-03-05 12:29:09.431687,290,@ы
2024-03-05,2024-03-05 12:29:09.833686,2024-03-05 12:29:10.265683,432,@ы
2024-03-05,2024-03-05 12:29:10.667684,2024-03-05 12:29:11.113683,446,@ы
2024-03-05,2024-03-05 12:29:11.515682,2024-03-05 12:29:11.817681,302,@ы
2024-03-05,2024-03-05 12:29:12.424680,2024-03-05 12:29:12.718678,294,@ы
2024-03-05,2024-03-05 12:29:13.127679,2024-03-05 12:29:13.610677,483,@ы
2024-03-05,2024-03-05 12:29:14.019675,2024-03-05 12:29:14.306675,287,@ы
2024-03-05,2024-03-05 12:29:14.708674,2024-03-05 12:29:14.996673,288,@ы
2024-03-05,2024-03-05 12:29:15.599672,2024-03-05 12:29:15.916670,317,@ы
2024-03-05,2024-03-05 12:29:16.317668,2024-03-05 12:29:16.764669,447,@ы
2024-03-05,2024-03-05 12:29:17.165668,2024-03-05 12:29:17.460665,295,@ы
2024-03-05,2024-03-05 12:29:18.075664,2024-03-05 12:29:18.376665,301,@ы
2024-03-05,2024-03-05 12:29:18.778662,2024-03-05 12:29:19.214662,436,@ы
2024-03-05,2024-03-05 12:29:19.617662,2024-03-05 12:29:19.911660,294,@ы
2024-03-05,2024-03-05 12:29:20.515658,2024-03-05 12:29:20.806658,291,@ы
2024-03-05,2024-03-05 12:29:21.208657,2024-03-05 12:29:21.653657,445,@ы
2024-03-05,2024-03-05 12:29:22.055655,2024-03-05 12:29:22.496653,441,@ы
2024-03-05,2024-03-05 12:29:22.897653,2024-03-05 12:29:23.339652,442,@ы
2024-03-05,2024-03-05 12:29:23.743651,2024-03-05 12:29:24.031649,288,@ы
2024-03-05,2024-03-05 12:29:24.433649,2024-03-05 12:29:24.725649,292,@ы
2024-03-05,2024-03-05 12:29:25.328647,2024-03-05 12:29:25.771646,443,@ы
2024-03-05,2024-03-05 12:29:26.172645,2024-03-05 12:29:26.464642,292,@ы
2024-03-05,2024-03-05 12:29:26.867642,2024-03-05 12:29:27.156643,289,@ы
2024-03-05,2024-03-05 12:29:27.760641,2024-03-05 12:29:28.201641,441,@ы
2024-03-05,2024-03-05 12:29:28.498639,2024-03-05 12:29:28.790679,292,@ы
2024-03-05,2024-03-05 12:29:29.393679,2024-03-05 12:29:29.681677,288,@ы
2024-03-05,2024-03-05 12:29:30.285675,2024-03-05 12:29:30.720700,435,@ы
2024-03-05,2024-03-05 12:29:30.921700,2024-03-05 12:29:31.353700,432,@ы
2024-03-05,2024-03-05 12:29:31.755699,2024-03-05 12:29:32.041699,286,@ы
2024-03-05,2024-03-05 12:29:32.646698,2024-03-05 12:29:32.941695,295,@ы
2024-03-05,2024-03-05 12:29:33.364693,2024-03-05 12:29:33.670695,306,@ы
2024-03-05,2024-03-05 12:29:34.272693,2024-03-05 12:29:34.585690,313,@ы
2024-03-05,2024-03-05 12:29:34.987691,2024-03-05 12:29:35.314688,327,@ы
2024-03-05,2024-03-05 12:29:35.919687,2024-03-05 12:29:36.377686,458,@ы
2024-03-05,2024-03-05 12:29:36.780685,2024-03-05 12:29:37.069686,289,@ы
2024-03-05,2024-03-05 12:29:37.470685,2024-03-05 12:29:37.762682,292,@ы
2024-03-05,2024-03-05 12:29:38.413681,2024-03-05 12:29:38.849681,436,@ы
2024-03-05,2024-03-05 12:29:39.050679,2024-03-05 12:29:39.484678,434,@ы
2024-03-05,2024-03-05 12:29:39.886677,2024-03-05 12:29:40.315676,429,@ы
2024-03-05,2024-03-05 12:29:40.720675,2024-03-05 12:29:41.010676,290,@ы
2024-03-05,2024-03-05 12:29:41.617672,2024-03-05 12:29:41.907674,290,@ы
2024-03-05,2024-03-05 12:29:42.309671,2024-03-05 12:29:42.618670,309,@ы
2024-03-05,2024-03-05 12:29:43.246670,2024-03-05 12:29:43.566670,320,@ы
2024-03-05,2024-03-05 12:29:43.969669,2024-03-05 12:29:44.412668,443,@ы
2024-03-05,2024-03-05 12:29:44.814667,2024-03-05 12:29:45.104666,290,@ы
2024-03-05,2024-03-05 12:29:45.709664,2024-03-05 12:29:46.006664,297,@ы
2024-03-05,2024-03-05 12:29:46.407664,2024-03-05 12:29:46.844659,437,@ы
2024-03-05,2024-03-05 12:29:47.247660,2024-03-05 12:29:47.687660,440,@ы
2024-03-05,2024-03-05 12:29:48.122656,2024-03-05 12:29:48.594657,472,@ы
2024-03-05,2024-03-05 12:29:48.996656,2024-03-05 12:29:49.284655,288,@ы
2024-03-05,2024-03-05 12:29:49.689652,2024-03-05 12:29:49.977653,288,@ы
2024-03-05,2024-03-05 12:29:50.579653,2024-03-05 12:29:51.009650,430,@ы
2024-03-05,2024-03-05 12:29:51.412650,2024-03-05 12:29:51.708649,296,@ы
2024-03-05,2024-03-05 12:29:52.111648,2024-03-05 12:29:52.409649,298,@ы
2024-03-05,2024-03-05 12:29:53.011646,2024-03-05 12:29:53.457644,446,@ы
2024-03-05,2024-03-05 12:29:53.691642,2024-03-05 12:29:54.129641,438,@ы
2024-03-05,2024-03-05 12:29:54.531643,2024-03-05 12:29:54.968639,437,@ы
2024-03-05,2024-03-05 12:29:55.371640,2024-03-05 12:29:55.658639,287,@ы
2024-03-05,2024-03-05 12:29:56.261638,2024-03-05 12:29:56.557634,296,@ы
2024-03-05,2024-03-05 12:29:56.963634,2024-03-05 12:29:57.264633,301,@ы
2024-03-05,2024-03-05 12:29:57.868633,2024-03-05 12:29:58.317630,449,@ы
2024-03-05,2024-03-05 12:29:58.735631,2024-03-05 12:29:59.169630,434,@ы
2024-03-05,2024-03-05 12:29:59.372629,2024-03-05 12:29:59.659628,287,@ы
2024-03-05,2024-03-05 12:30:00.263627,2024-03-05 12:30:00.552624,289,@ы
2024-03-05,2024-03-05 12:30:01.156625,2024-03-05 12:30:01.463624,307,@ы
2024-03-05,2024-03-05 12:30:01.865623,2024-03-05 12:30:02.308621,443,@ы
2024-03-05,2024-03-05 12:30:02.709621,2024-03-05 12:30:03.150618,441,@ы
2024-03-05,2024-03-05 12:30:03.592619,2024-03-05 12:30:03.881618,289,@ы
2024-03-05,2024-03-05 12:30:04.285617,2024-03-05 12:30:04.581616,296,@ы
2024-03-05,2024-03-05 12:30:05.186615,2024-03-05 12:30:05.501612,315,@ы
2024-03-05,2024-03-05 12:30:05.901615,2024-03-05 12:30:06.220612,319,@ы
2024-03-05,2024-03-05 12:30:06.824611,2024-03-05 12:30:07.158610,334,@ы
2024-03-05,2024-03-05 12:30:07.561609,2024-03-05 12:30:08.001606,440,@ы
2024-03-05,2024-03-05 12:30:08.403606,2024-03-05 12:30:08.695606,292,@ы
2024-03-05,2024-03-05 12:30:09.299604,2024-03-05 12:30:09.602603,303,@ы
2024-03-05,2024-03-05 12:30:10.004603,2024-03-05 12:30:10.311600,307,@ы
2024-03-05,2024-03-05 12:30:10.913600,2024-03-05 12:30:11.233600,320,@ы
2024-03-05,2024-03-05 12:30:11.635599,2024-03-05 12:30:12.087597,452,@ы
2024-03-05,2024-03-05 12:30:12.489596,2024-03-05 12:30:12.927595,438,@ы
2024-03-05,2024-03-05 12:30:13.396594,2024-03-05 12:30:13.804593,408,@ы
2024-03-05,2024-03-05 12:30:14.007593,2024-03-05 12:30:14.293592,286,@ы
2024-03-05,2024-03-05 12:30:14.896590,2024-03-05 12:30:15.183588,287,@ы
2024-03-05,2024-03-05 12:30:15.626588,2024-03-05 12:30:16.068586,442,@ы
2024-03-05,2024-03-05 12:30:16.470586,2024-03-05 12:30:16.908585,438,@ы
2024-03-05,2024-03-05 12:30:17.309584,2024-03-05 12:30:17.606581,297,@ы
2024-03-05,2024-03-05 12:30:18.244580,2024-03-05 12:30:18.592581,348,@ы
2024-03-05,2024-03-05 12:30:18.994580,2024-03-05 12:30:19.435579,441,@ы
2024-03-05,2024-03-05 12:30:19.837578,2024-03-05 12:30:20.279577,442,@ы
2024-03-05,2024-03-05 12:30:20.482574,2024-03-05 12:30:20.912575,430,@ы
2024-03-05,2024-03-05 12:30:21.314574,2024-03-05 12:30:21.607572,293,@ы
2024-03-05,2024-03-05 12:30:22.232571,2024-03-05 12:30:22.524569,292,@ы
2024-03-05,2024-03-05 12:30:22.926568,2024-03-05 12:30:23.355568,429,@ы
2024-03-05,2024-03-05 12:30:23.768568,2024-03-05 12:30:24.062565,294,@ы
2024-03-05,2024-03-05 12:30:24.666563,2024-03-05 12:30:24.951565,285,@ы
2024-03-05,2024-03-05 12:30:25.558562,2024-03-05 12:30:25.991561,433,@ы
2024-03-05,2024-03-05 12:30:26.193562,2024-03-05 12:30:26.482559,289,@ы
2024-03-05,2024-03-05 12:30:27.087559,2024-03-05 12:30:27.376559,289,@ы
2024-03-05,2024-03-05 12:30:27.978557,2024-03-05 12:30:28.321556,343,@ы
2024-03-05,2024-03-05 12:30:28.737555,2024-03-05 12:30:29.069579,332,@ы
2024-03-05,2024-03-05 12:30:29.471581,2024-03-05 12:30:29.802580,331,@ы
2024-03-05,2024-03-05 12:30:30.406578,2024-03-05 12:30:30.868577,462,@ы
2024-03-05,2024-03-05 12:30:31.070575,2024-03-05 12:30:31.517576,447,@ы
2024-03-05,2024-03-05 12:30:31.919574,2024-03-05 12:30:32.352573,433,@ы
2024-03-05,2024-03-05 12:30:32.757570,2024-03-05 12:30:33.049570,292,@ы
2024-03-05,2024-03-05 12:30:33.505568,2024-03-05 12:30:33.793570,288,@ы
2024-03-05,2024-03-05 12:30:34.395568,2024-03-05 12:30:34.835567,440,@ы
2024-03-05,2024-03-05 12:30:35.237564,2024-03-05 12:30:35.673566,436,@ы
2024-03-05,2024-03-05 12:30:36.076562,2024-03-05 12:30:36.505563,429,@ы
2024-03-05,2024-03-05 12:30:36.908562,2024-03-05 12:30:37.195561,287,@ы
2024-03-05,2024-03-05 12:30:37.597560,2024-03-05 12:30:37.886557,289,@ы
2024-03-05,2024-03-05 12:30:38.528558,2024-03-05 12:30:38.966556,438,@ы
2024-03-05,2024-03-05 12:30:39.367555,2024-03-05 12:30:39.663555,296,@ы
2024-03-05,2024-03-05 12:30:40.075552,2024-03-05 12:30:40.362551,287,@ы
2024-03-05,2024-03-05 12:30:40.976553,2024-03-05 12:30:41.412551,436,@ы
2024-03-05,2024-03-05 12:30:41.613550,2024-03-05 12:30:42.046549,433,@ы
2024-03-05,2024-03-05 12:30:42.448548,2024-03-05 12:30:42.881545,433,@ы
2024-03-05,2024-03-05 12:30:43.326545,2024-03-05 12:30:43.618543,292,@ы
2024-03-05,2024-03-05 12:30:44.224543,2024-03-05 12:30:44.512544,288,@ы
2024-03-05,2024-03-05 12:30:44.914542,2024-03-05 12:30:45.224541,310,@ы
2024-03-05,2024-03-05 12:30:45.828540,2024-03-05 12:30:46.283536,455,@ы
2024-03-05,2024-03-05 12:30:46.483536,2024-03-05 12:30:46.919536,436,@ы
2024-03-05,2024-03-05 12:30:47.321536,2024-03-05 12:30:47.613533,292,@ы
2024-03-05,2024-03-05 12:30:48.249531,2024-03-05 12:30:48.564532,315,@ы
2024-03-05,2024-03-05 12:30:48.967532,2024-03-05 12:30:49.279531,312,@ы
2024-03-05,2024-03-05 12:30:49.886529,2024-03-05 12:30:50.208528,322,@ы
2024-03-05,2024-03-05 12:30:50.609527,2024-03-05 12:30:51.061526,452,@ы
2024-03-05,2024-03-05 12:30:51.463525,2024-03-05 12:30:51.902524,439,@ы
2024-03-05,2024-03-05 12:30:52.308523,2024-03-05 12:30:52.749520,441,@ы
2024-03-05,2024-03-05 12:30:53.203518,2024-03-05 12:30:53.491519,288,@ы
2024-03-05,2024-03-05 12:30:53.894520,2024-03-05 12:30:54.179518,285,@ы
2024-03-05,2024-03-05 12:30:54.793514,2024-03-05 12:30:55.234515,441,@ы
2024-03-05,2024-03-05 12:30:55.436517,2024-03-05 12:30:55.870512,434,@ы
2024-03-05,2024-03-05 12:30:56.273513,2024-03-05 12:30:56.708511,435,@ы
2024-03-05,2024-03-05 12:30:57.112511,2024-03-05 12:30:57.397510,285,@ы
2024-03-05,2024-03-05 12:30:58.001508,2024-03-05 12:30:58.309507,308,@ы
2024-03-05,2024-03-05 12:30:58.784505,2024-03-05 12:30:59.092505,308,@ы
2024-03-05,2024-03-05 12:30:59.512502,2024-03-05 12:30:59.946502,434,@ы
2024-03-05,2024-03-05 12:31:00.366502,2024-03-05 12:31:00.662502,296,@ы
2024-03-05,2024-03-05 12:31:01.265498,2024-03-05 12:31:01.555497,290,@ы
2024-03-05,2024-03-05 12:31:01.975498,2024-03-05 12:31:02.412496,437,@ы
2024-03-05,2024-03-05 12:31:02.815495,2024-03-05 12:31:03.261494,446,@ы
2024-03-05,2024-03-05 12:31:03.713493,2024-03-05 12:31:04.009493,296,@ы
2024-03-05,2024-03-05 12:31:04.411492,2024-03-05 12:31:04.707491,296,@ы
2024-03-05,2024-03-05 12:31:05.310529,2024-03-05 12:31:05.755526,445,@ы
2024-03-05,2024-03-05 12:31:06.158527,2024-03-05 12:31:06.447527,289,@ы
2024-03-05,2024-03-05 12:31:06.849527,2024-03-05 12:31:07.142524,293,@ы
2024-03-05,2024-03-05 12:31:07.745523,2024-03-05 12:31:08.063520,318,@ы
2024-03-05,2024-03-05 12:31:08.486519,2024-03-05 12:31:08.931518,445,@ы
2024-03-05,2024-03-05 12:31:09.332519,2024-03-05 12:31:09.625518,293,@ы
2024-03-05,2024-03-05 12:31:10.228517,2024-03-05 12:31:10.516518,288,@ы
2024-03-05,2024-03-05 12:31:10.918515,2024-03-05 12:31:11.360512,442,@ы
2024-03-05,2024-03-05 12:31:11.761513,2024-03-05 12:31:12.051510,290,@ы
2024-03-05,2024-03-05 12:31:12.654511,2024-03-05 12:31:12.943510,289,@ы
2024-03-05,2024-03-05 12:31:13.391508,2024-03-05 12:31:13.826508,435,@ы
2024-03-05,2024-03-05 12:31:14.228507,2024-03-05 12:31:14.663505,435,@ы
2024-03-05,2024-03-05 12:31:15.065504,2024-03-05 12:31:15.496503,431,@ы
2024-03-05,2024-03-05 12:31:15.898500,2024-03-05 12:31:16.184501,286,@ы
2024-03-05,2024-03-05 12:31:16.588500,2024-03-05 12:31:16.874498,286,@ы
2024-03-05,2024-03-05 12:31:17.476499,2024-03-05 12:31:17.914495,438,@ы
2024-03-05,2024-03-05 12:31:18.382494,2024-03-05 12:31:18.677493,295,@ы
2024-03-05,2024-03-05 12:31:19.079493,2024-03-05 12:31:19.370492,291,@ы
2024-03-05,2024-03-05 12:31:19.971492,2024-03-05 12:31:20.405491,434,@ы
2024-03-05,2024-03-05 12:31:20.606493,2024-03-05 12:31:21.040487,434,@ы
2024-03-05,2024-03-05 12:31:21.444486,2024-03-05 12:31:21.877485,433,@ы
2024-03-05,2024-03-05 12:31:22.299487,2024-03-05 12:31:22.597485,298,@ы
2024-03-05,2024-03-05 12:31:23.206484,2024-03-05 12:31:23.529481,323,@ы
2024-03-05,2024-03-05 12:31:23.930482,2024-03-05 12:31:24.243480,313,@ы
2024-03-05,2024-03-05 12:31:24.848480,2024-03-05 12:31:25.311478,463,@ы
2024-03-05,2024-03-05 12:31:25.512478,2024-03-05 12:31:25.800477,288,@ы
2024-03-05,2024-03-05 12:31:26.403476,2024-03-05 12:31:26.691475,288,@ы
2024-03-05,2024-03-05 12:31:27.300473,2024-03-05 12:31:27.614470,314,@ы
2024-03-05,2024-03-05 12:31:28.016470,2024-03-05 12:31:28.349471,333,@ы
2024-03-05,2024-03-05 12:31:28.765500,2024-03-05 12:31:29.218502,453,@ы
2024-03-05,2024-03-05 12:31:29.620498,2024-03-05 12:31:30.059499,439,@ы
2024-03-05,2024-03-05 12:31:30.461498,2024-03-05 12:31:30.896495,435,@ы
2024-03-05,2024-03-05 12:31:31.300496,2024-03-05 12:31:31.593495,293,@ы
2024-03-05,2024-03-05 12:31:31.995492,2024-03-05 12:31:32.285492,290,@ы
2024-03-05,2024-03-05 12:31:32.894494,2024-03-05 12:31:33.268489,374,@ы
2024-03-05,2024-03-05 12:31:33.729488,2024-03-05 12:31:34.171489,442,@ы
2024-03-05,2024-03-05 12:31:34.573488,2024-03-05 12:31:34.862485,289,@ы
2024-03-05,2024-03-05 12:31:35.268486,2024-03-05 12:31:35.558483,290,@ы
2024-03-05,2024-03-05 12:31:36.160482,2024-03-05 12:31:36.600482,440,@ы
2024-03-05,2024-03-05 12:31:37.002481,2024-03-05 12:31:37.435480,433,@ы
2024-03-05,2024-03-05 12:31:37.837479,2024-03-05 12:31:38.277478,440,@ы
2024-03-05,2024-03-05 12:31:38.530481,2024-03-05 12:31:38.817475,287,@ы
